序号,大类,分类,小类,意思,词类,单词,重复,有道音,解释,参考,例句,英文释义,关键字,有道义
27095,状态,动态,动态,吵闹/骚动,n.,brouhaha,,en ['bruːhɑːhɑː] us ['bruhɑhɑ],吵闹；骚动,,..the recent brouhaha over a congressional pay raise.最近因国会加薪引起的风波,(noun) A stir; a fuss or uproar.,,n. （法）吵闹；骚动
18655,状态,动态,动态,吵闹/骚动,n.,cauldron,,en ['kɔːldr(ə)n; 'kɒl-] us ['kɔldrən],大锅；骚动；愤激,caldron,"a cauldron of repressed anger强压着的一腔怒火；A thin veneer of law and order barely keeps the seething, bubbling cauldron of chaos and anarchy in check.表面上的几条法令基本控制不住无政府混乱局面的湍流涌动。",(noun) A large bowl-shaped pot used for boiling over an open flame.,,n. 大汽锅，大锅；煮皂锅
17725,状态,动态,动态,吵闹/骚动,n.,convulsion,,en [kən'vʌlʃ(ə)n] us [kən'vʌlʃən],抽搐；大笑；地震；社会动荡,,laugh oneself into convulsion笑得肚子痛；the great convulsion of the eighteenth century.18世纪的巨大动乱,"(noun) An intense, paroxysmal, involuntary muscular contraction.",,n. [医] 惊厥；动乱；震撼；震动
18569,状态,动态,动态,吵闹/骚动,n.,ferment,3,en [fə'ment] us [fɚ'mɛnt],酵素；发酵；骚动，动乱,,The whole country has been in a state of political ferment for some months.几个月来，整个国家一直处于政治动荡状态。,"(noun) Something, such as a yeast or barm, that causes fermentation. | (verb) To react, using fermentation; especially to produce alcohol by aging or by allowing yeast to act on sugars; to brew.",,"v. （使）发酵；动乱；挑起，激起（麻烦，动乱）
n. 发酵；酵素；动乱
n. (Ferment) （法）费尔芒（人名）"
12153,状态,动态,动态,吵闹/骚动,n.,fray,,en [freɪ] us [fre],冲突；激烈争执；织物磨损处,,He would be inspiring young people to get into the political fray.他会激励年轻人投身政治战斗。,"(verb) To (cause to) unravel; used particularly for the edge of something made of cloth, or the end of a rope.",,"v. 磨损，磨松；紧张，烦躁；用头磨
n. 争论；打架；磨损处
n. (Fray) （美、英、法、俄）弗雷（人名）"
26015,状态,动态,动态,吵闹/骚动,a.,riotous,,en ['raɪətəs] us ['raɪətəs], (行为或事件)狂欢的，喧闹的，放纵的,,a riotous growth；riotous behaviour暴乱行为；The organizers of the march were charged with assault and riotous assembly. 游行组织者被控侵犯人身及暴乱性非法集会。,(adjective) Having the characteristics of a riot,,adj. 暴乱的；狂欢的；不受约束的；放荡的；茂盛的
21058,状态,动态,动态,吵闹/骚动,n.,ruckus,,en ['rʌkəs] us ['rʊkəs],喧闹；骚动,,This caused such a ruckus all over Japan that they had to change their mind.这在全日本引起了不小的骚动，他们不得不因此改变主意。,(noun) A noisy disturbance and/or commotion.,,n. 骚动；喧闹
6K+,状态,动态,动态,吵闹/骚动,n.,ruction,3,en ['rʌkʃ(ə)n] us [ 'rʌkʃən ],吵闹；骚动,,a senseless ruction over trivia为区区小事的无意义争吵,(noun) A noisy quarrel or fight.,,n. 吵闹；骚动
23848,状态,动态,动态,吵闹/骚动,n.,tempest,,en ['tempɪst] us ['tɛmpɪst],暴风雨；骚动；动乱,,The takeover provoked a tempest of criticism.这次收购引发了潮水般的批评。a tempest in a teapot大惊小怪；小题大做,"(noun) A storm, especially one with severe winds. | (verb) To storm.",,"n. 暴风雨；骚动；动乱
vt. 使狂怒；扰乱，使激动
vi. 小题大作；起大风暴
n. (Tempest)人名；(英)坦皮斯特"
13580,状态,动态,动态,吵闹/骚动,n.,uproar,,en ['ʌprɔː] us ['ʌprɔr],骚动；喧嚣,,The audience burst into an uproar. 举座哗然.,"(noun) Tumultuous, noisy excitement. | (verb) To throw into uproar or confusion.",,n. 骚动；喧嚣
27624,状态,动态,动态,混乱,n.,bedlam,,en ['bedləm] us ['bɛdləm],混乱，骚乱,,It was bedlam at our house on the morning of the wedding. 婚礼的那天早上，我们家闹哄哄的。He is causing bedlam at the hotel.他正搅得旅馆鸡犬不宁。,"(noun) A place or situation of chaotic uproar, and where confusion prevails.",,n. 混乱，骚乱；精神病院，疯人院
3755,状态,动态,动态,混乱,n.,chaos,,en ['keɪɒs] us ['keɑs],混乱；无秩序,,,(noun) The unordered state of matter in classical accounts of cosmogony.,,"n. 混沌，混乱
n. (Chaos)人名；(西)查奥斯"
11970,状态,动态,动态,混乱,n.,commotion,,en [kə'məʊʃ(ə)n] us [kə'moʃən],混乱，喧闹；暴动,,,(noun) A state of turbulent motion.,,n. 骚动；暴乱
12662,状态,动态,动态,混乱,n.,mayhem,3,en ['meɪhem] us ['mehɛm],骚乱；混乱,havoc,,"(noun) A state or situation of great confusion, disorder, trouble or destruction; chaos.",,n. 骚乱，混乱；故意伤害罪，重伤罪；蓄意破坏
3404,状态,动态,动态,混乱,n.,mess,,en [mes] us [mɛs],混乱；困境,,,"(noun) A disagreeable mixture or confusion of things; hence, a situation resulting from blundering or from misunderstanding; disorder. | (verb) (transitive, often used with ""up"") To make untidy or dirty.",,"n. 混乱；食堂，伙食团；困境；脏乱的东西
vt. 弄乱，弄脏；毁坏；使就餐
vi. 把事情弄糟；制造脏乱；玩弄
n. (Mess)人名；(德、罗)梅斯"
13902,状态,动态,动态,活跃,v.,bustle,,en ['bʌs(ə)l] us ['bʌsl],忙碌；匆忙地走；热闹,,,(noun) An excited activity; a stir. | (verb) To move busily and energetically with fussiness (often followed by about).,,"v. 四下忙碌；使（人沿某方向）匆忙地走；繁忙
n. 喧闹；（旧时女子用的）裙撑"
23565,状态,动态,动态,活跃,a.,frisky,,en ['frɪskɪ] us [ 'friski ],活跃的，活泼的,,,(adjective) Abounding in energy or playfulness,,adj. 活泼的；欢闹的
12492,状态,动态,动态,活跃,a.,hectic,,en [ˈhektɪk] us [ˈhɛktɪk],紧张忙碌的,,,"(noun) A hectic fever. | (adjective) Denoting a type of fever accompanying consumption and similar wasting diseases, characterised by flushed cheeks and dry skin.",,"adj. 紧张忙碌的；肺病的；脸上发红的；狂热的
n. 脸红；患肺结核"
6923,状态,动态,动态,活跃,v.,hum,,en [hʌm] us [hʌm],热闹；繁忙,,"The place is really beginning to hum...这个地方真正开始热闹起来了。On Saturday morning, the town hums with activity and life.周六早晨，小镇一派热闹繁忙，活力盎然。","(interjection) Indicating thinking or pondering. | (noun) A hummed tune, i.e. created orally with lips closed.",,"v. 哼（曲子）；发低哼声，发嗡嗡声；（非正式）活跃，繁忙
n. 嗡嗡声，嘈杂声；哼（曲子）
int. （用以表示犹豫或不同意）哼，嗯
n. (Hum) （美、加）胡姆（人名）"
19322,状态,动态,动态,活跃,a.,invigorating,,en [ɪn'vɪgəreɪtɪŋ] us [ in'viɡəreitinɡ ],精神充沛的,,,"(verb) To impart vigor, strength, or vitality to. | (adjective) Giving strength, energy and vitality.",,"adj. 使精力充沛的，使生机勃勃的
v. 使生气勃勃；使兴旺发达；激励，鼓舞（invigorate 的现在分词）"
9836,状态,动态,动态,活跃,v.,perk,,en [pɜːk] us [pɝk],（使）活跃；振作；竖起,,perk up恢复好心情或活泼劲儿；呈现新的面貌；house price would perk up,(noun) Perquisite.,,"n. （工资外的）补贴；（非正式）额外收入；特殊待遇；渗滤式咖啡壶
v. 振作起来；（咖啡）滤煮；昂首
adj. 活跃的，活泼的
n. (Perk) （美）珀克（人名）"
27211,状态,动态,动态,活跃,a.,seething,,en ['siːðɪŋ] us [ 'si:ðiŋ ],沸腾的；火热的；川流不息的,,seething with rage; The town is seething with tourists; a seething city in the making发展中的繁荣城市,(verb) To boil. | (noun) The action of the verb to seethe.,,"adj. 火热的，沸腾的
v. 浸透；煮沸；激动（seethe的ing形式）"
21459,状态,动态,动态,流动,a.,ambulatory,,en ['æmbjʊlət(ə)rɪ] us ['æmbjələtɔri],走动的；流动的,,an ambulatory clinic/patient,"(noun) The round walkway encircling the altar in many cathedrals. | (adjective) Of, relating to, or adapted to walking",,"adj. 流动的；走动的；非固定的
n. [建] 回廊"
16878,状态,动态,动态,流动,a.,itinerant,,en [ɪ'tɪn(ə)r(ə)nt; aɪ-] us [aɪ'tɪnərənt],巡回的,,itinerant workers/musicians流动工人；巡回乐师; to lead an itinerant life过漂泊不定的生活,(noun) One who travels from place to place. | (adjective) Habitually travelling from place to place.,,"adj. 巡回的；流动的
n. 巡回者；行商"
12532,状态,动态,动态,流动,a.,migratory,,en ['maɪgrət(ə)rɪ; maɪ'greɪt(ə)rɪ] us ['maɪɡrətɔri],迁移的；流浪的,,...migratory farm labour流动的农业劳动力,"(adjective) (of birds, etc) Migrating.",,adj. 迁移的；流浪的
15598,状态,动态,动态,流动,a.,nomadic,3,en [nəʊ'mædɪk] us [no'mædɪk],游牧的,,She at first had a somewhat nomadic childhood.她最初的童年生活有些漂泊不定。,"(adjective) Of or relating to nomads, whether",,adj. 游牧的；流浪的；游动的
28231,状态,动态,动态,流动,a.,peripatetic,,en [ˌperipəˈtetɪk] us [ˌpɛrəpəˈtɛtɪk],走来走去的；游走的,,"a hectic, peripatetic life full of people and parties.整天疲于周旋、忙于应酬的紧张生活",(noun) One who walks about; a pedestrian; an itinerant. | (adjective) Tending to walk about.,,"adj. 漫游的；逍遥学派的
n. 走来走去的人；逍遥学派的人"
25835,状态,动态,动态,流动,a.,vagrant,,en ['veɪgr(ə)nt] us ['veɡrənt],流浪的；游移不定的,n.,the vagrant heart of my mother我母亲飘忽不定的心,"(noun) A person who wanders from place to place; a nomad, a wanderer.",,"n. 无业游民；（乞丐）流浪者；漂泊者；离群鸟
adj. （乞丐）流浪的；漂泊的；游荡的；（诗、文）无常的"
11148,状态,坏,坏,不佳,a.,ailing,,en ['eɪlɪŋ] us ['elɪŋ],生病的，身体不舒服的；病态的；处境困难的,,He desperately needed cash to bail out the ailing restaurant. 他急需现金使经营惨淡的餐馆走出困境,"(verb) To cause to suffer; to trouble, afflict. (Now chiefly in interrogative or indefinite constructions.) | (noun) An ailment.",,"adj. 生病的，身体不舒服的；病态的；处境困难的，不景气的
v. 使生病，使不适；困扰，苦恼（ail 的现在分词）"
14466,状态,坏,坏,不佳,a.,diseased,,en [dɪ'zizd] us [ di'zi:zd ],不健全的；患病的,,,"(verb) To cause unease; to annoy, irritate. | (adjective) Affected with or suffering from disease.",,"adj. 不健全的；患病的；病态的
v. 使生病；传染（disease的过去分词）"
6K+,状态,坏,坏,不佳,a.,downtrodden,,en ['daʊntrɒd(ə)n] us ['daʊntrɑdn],被践踏的；受压迫的,,,"(verb) Oppress, suppress, exploit, persecute, step down on; put down; denigrate, subjugate | (adjective) Oppressed, persecuted or subjugated.",,adj. 被践踏的，被蹂躏的；受压迫的
11232,状态,坏,坏,不佳,a.,stricken,,en ['strɪk(ə)n] us ['strɪkən],患病的；受挫折的；受…侵袭的,,,(adjective) Struck by something. | (verb) (sometimes with out or through) To delete or cross out; to scratch or eliminate.,,adj. 患病的；受挫折的；受…侵袭的；遭殃的
6K+,状态,坏,坏,困难,phr.,a mare‘s nest,,,复杂而困难的局面；混乱；不实或无价值的发现,,our desk's usually a mare's nest. 我们的桌子常常是乱七八糟；a ˈmare's nes（看似有趣但）毫无价值的发现,A discovery that turns out to be worthless or a hoax; or a state of great confusion.,,
13078,状态,坏,坏,困难,a.,beleaguered,,en [bɪ'liɡɚd] us [ bi'li:gəd ],围困的；包围的,,The beleaguered party leader was forced to resign.那位饱受指责的党领导人被迫辞职。,(verb) To besiege; to surround with troops. | (adjective) Besieged; surrounded by enemy troops.,,"adj. 围困的；包围的
v. 围攻（beleaguer的过去式和过去分词）"
6823,状态,坏,坏,困难,vt.,bunker,,en ['bʌŋkə] us ['bʌŋkɚ],使陷入困境,,"Inevitably, a sort of bunker mentality quickly set in. 一种背水一战的心态不可避免地很快产生了","(noun) A hardened shelter, often buried partly or fully underground, designed to protect the inhabitants from falling bombs or other attacks. | (verb) To load a vessel with oil or coal for the engine.",,"n. 沙坑；煤仓；燃料库
vt. 使陷入困境；把球击入沙坑
n. (Bunker)人名；(英、西)邦克"
20751,状态,坏,坏,困难,n.,catch-22,,"en ['kætʃ,twenti'tu:] us [ˈkætʃ twɛntiː ˌtuː]",进退维谷的局面；无法摆脱的困境,,They complain of being in a catch-22 situation. 他们抱怨他们处在一种摆脱不了的困境.I had my choice between catch 22 s. What do you call that kind of dilemma?  我简直左右为难. 那种进退两难的滋味你说叫啥?,(noun) A difficult situation from which there is no escape because it involves mutually conflicting or dependent conditions.,,n. （因冲突）无法摆脱的困境
6K+,状态,坏,坏,困难,a.,cooped up,,en[ˌkuːpt ˈʌp],被禁锢的,pent-up,It isn't good for her to be cooped up all the time.总是足不出户对她没有好处。,{Merriam-Webster} (verb) to keep (a person or animal) inside a building or in a small space especially for a long period of time —usually used as (be) cooped up,,"被禁锢的
被拘禁的"
18627,状态,坏,坏,困难,n.,cul-de-sac,,en ['kuldə'sæk] us [ 'kuldə'sæk ],死巷；死路；困境,,,(noun) A blind alley or dead end street.,,n. （法）死巷；死路；困境
17127,状态,坏,坏,困难,a.,dead-end,,en ['ded'end] us ['ded'end],无出路的；棘手的,,,(noun) A road with no exit. | (verb) To come to a dead-end.,,"adj. 无出路的；棘手的
vi. 到达尽头"
18811,状态,坏,坏,困难,n.,deadlock,,en ['dedlɒk] us ['dɛdlɑk],僵局,deadlocked,,(noun) A standstill resulting from the opposition of two evenly matched forces; a stalemate or impasse | (verb) To cause or to come to a deadlock.,,"n. 僵局，停顿
vi. 死锁；停顿
vt. 停顿；相持不下"
4151,状态,坏,坏,困难,n.,dilemma,,"en [dɪ'lemə; daɪ-] us [dəˈlɛmə, daɪ-]",进退两难；难题,,be in a dilemma左右为难；be on the horns of a dilemma左右为难；place sb. in a dilemma；使某人处于进退两难的境地,(noun) A circumstance in which a choice must be made between two or more alternatives that seem equally undesirable.,,n. 困境；进退两难；两刀论法
5248,状态,坏,坏,困难,n.,distress,,en [dɪ'stres] us [dɪ'strɛs],危难，不幸；贫困；悲痛,,economic/financial distress经济拮据；财政困难；He expressed concern that the ship might be in distress.他担心船可能会遇险。,(noun) (Cause of) discomfort. | (verb) To cause strain or anxiety to someone.,,"n. 危难，不幸；贫困；悲痛
vt. 使悲痛；使贫困"
16754,状态,坏,坏,困难,a.,embattled,,en [ɪm'bætld] us [ɪm'bætld],严阵以待的；被敌人围困的；心烦意乱的,,the embattled party leader处境艰难的党的领导人,(verb) To arrange in order of battle; to array for battle | (verb) To furnish with battlements; give the form of battlements to,,"adj. 严阵以待的；被敌人围困的；心烦意乱的；边缘呈雉形的
v. 列阵；筑垒于（embattle的过去式和过去分词）"
11476,状态,坏,坏,困难,v.,hitch,,en [hɪtʃ] us [hɪtʃ],（短暂的）小故障，小障碍,,It was done without a hitch. 事情办得相当顺手.There is a hitch somewhere. 什么地方出了毛病.,(noun) A sudden pull. | (verb) To pull with a jerk.,,"v. 搭便车；把……钩住；将……栓于；把……套住；猛拉；结婚；攀上，爬上
n. （短暂的）障碍；（把绳子系在某物上的）索结；免费搭便车；服役期；蹒跚；（尤指机动车的拖杆）牵引装置；猛拉；急推
n. (Hitch) （美、英、加、澳、俄、法）希契（人名）"
27781,状态,坏,坏,困难,n.,hot-water,,en ['hɒtw'ɔ:tər] us ['hɒtw'ɔtər],热水；困境,,,{Merriam-Webster} (noun) a difficult or dangerous situation : trouble —used with in or into,,热水；困境
13053,状态,坏,坏,困难,n.,impasse,,en [æm'pɑːs; 'æmpɑːs] us ['ɪmpæs],僵局；绝境；死路,,to break/end the impasse打破/结束僵局；Negotiations have reached an impasse. 谈判已陷入僵局。,(noun) A road with no exit; a cul-de-sac,,n. 僵局；死路
22083,状态,坏,坏,困难,phr.,in a cleft stick,,,左右为难的；进退维谷的,,He found himself in a cleft stick. 他感到进退两难.,In a difficult situation where any action you take will have unpleasant results.,,"v. 劈开；分开；迅速穿过；紧挨；坚信；分离（分子）；开（路）；（细胞）分裂；（诗、文）黏着；专心于；依恋（某人）（cleave 的过去式及过去分词）
n. （尤指岩石、地表的）裂缝；额头（或下巴）中间的竖缝；（身体）V字形凹陷
adj. （部分）裂成两半的"
42746,状态,坏,坏,困难,a.,incommunicado,,"en [,ɪnkəmjuːnɪ'kɑːdəʊ] us [,ɪnkə,mjunɪ'kɑdo]",无法与外界交流的；隐逸的;闭门独处的,,The prisoner has been held incommunicadofor more than a week. 这名囚犯已被单独囚禁了一个多星期。,"(adjective) In a state or condition of inability or unwillingness to communicate. | (adverb) In a manner in which communication with outsiders is not possible, for either voluntary or involuntary reasons, especially due to confinement or reclusiveness.",,"adj. 不得与外界交流的；不愿被打扰的
adv. 不得与外界交流地；不愿被打扰地"
5533,状态,坏,坏,困难,n.,jam,,en [dʒæm] us [dʒæm],果酱；拥挤；堵塞；困境, Jam  和fix 都是指从其脱离会产生问题的难受处境,,(noun) A sweet mixture of fruit boiled with sugar and allowed to congeal. Often spread on bread or toast or used in jam tarts. | (verb) To get something stuck in a confined space.,,"n. 果酱；拥挤；困境；扣篮
vt. 使堵塞；挤进，使塞满；混杂；压碎
vi. 堵塞；轧住
n. (Jam)人名；(伊朗、巴基)贾姆"
25579,状态,坏,坏,困难,n.,logjam,,en ['lɒgdʒæm] us ['lɔɡdʒæm],（因事情太多造成的）困境，僵局,,,"(noun) An excess of logs being conveyed on a river, so that their motion halts.",,n. 僵局；（河道等）受圆木阻塞；停滞状态；拥挤
13486,状态,坏,坏,困难,n.,mire,3,en [maɪə] us ['maɪɚ],泥潭；困境,,"the mire of poverty贫困的困境；drag sb. [sb.'s name] through the mire使某人丢丑, 把某人搞臭, 使某人的名声受到玷污；find oneself [be, stick] in the mire陷在泥淖里, 陷入困境, 弄得一筹莫展","(noun) Deep mud; moist, spongy earth. | (verb) To cause or permit to become stuck in mud; to plunge or fix in mud.",,"n. 泥潭；[地理] 泥沼
vi. 陷于泥坑；陷入困境
vt. 使陷于泥坑；使陷入困境
n. (Mire)人名；(塞、索、阿拉伯)米雷；(法)米尔"
20548,状态,坏,坏,困难,n.,morass,,en [mə'ræs] us [mə'ræs],沼泽；困境；乱糟糟的一堆,bog,she would become lost in a morass of lies and explanations.她陷入乱糟糟的谎言和解释中。,"(noun) A tract of soft, wet ground; a marsh; a fen.",,n. 沼泽；困境；乱糟糟的一堆
7878,状态,坏,坏,困难,n.,pinch,,en [pɪn(t)ʃ] us [pɪntʃ],捏，拧；一撮；困难，紧迫情况,,"the pinch of poverty贫困的压力；at/in/on/upon a pinch在紧要关头, 必要时；feel the pinch[口]感到手头拮据；if it comes to the pinch
一旦危急时, 在必要时；I'd trust her in a pinch...身处困境时，我信任她；take sth. with a pinch of salt有保留地, 不全信地
pinch and save；节衣缩食地攒钱；pinch and scrape东拼西凑；俭省
pinch on；在...省钱","(noun) The action of squeezing a small amount of a person's skin and flesh, making it hurt. | (verb) To squeeze a small amount of a person's skin and flesh, making it hurt.",,"v. 捏；夹紧；夹（脚）；（由于担心或紧张）抿（嘴唇）；（非正式）行窃；使入不敷出；（为促进生长）摘除（芽、叶等）；节约
n. 捏，拧；少量（非正式）偷窃
n. (Pinch) （美、加、英）平奇（人名）"
3887,状态,坏,坏,困难,n.,pit,,en [pɪt] us [pɪt],坑；陷阱；绝境；小凹痕,,be the pits是坏典型；是拙劣典型；最糟糕,(noun) A hole in the ground. | (verb) To make pits in; to mark with little hollows.,,"n. 矿井；深坑；陷阱；（物体或人体表面上的）凹陷；（英国剧场的）正厅后排；正厅后排的观众
vt. 使竞争；窖藏；使凹下；去…之核；使留疤痕
vi. 凹陷；起凹点
n. (Pit)人名；(东南亚国家华语)必"
7532,状态,坏,坏,困难,n.,plight,,en [plaɪt] us [plaɪt],境况；困境；悲惨遭遇；誓约；保证,Plight 是指糟糕或不幸的处境,"a hopeless plight绝望的境地；be in a sorry [pitiable, wretched] plight处境困窘；He is in a sad plight.他陷入了悲惨的境地。the plight of the homeless 无家可归者的艰难困苦；The African elephant is in a desperate plight. 非洲象正面临绝境。",(noun) A dire or unfortunate situation.,,"n. 困境；境况；誓约
vt. 保证；约定"
9677,状态,坏,坏,困难,n.,predicament,,en [prɪ'dɪkəm(ə)nt] us [prɪ'dɪkəmənt],困境；范畴,Predicament 是指一种不知该怎么办的疑难处境,be in an awkward predicament处于困境中,"(noun) A definite class, state or condition.",,n. 窘况，困境；状态
17126,状态,坏,坏,困难,n.,quagmire,,"en ['kwægmaɪə; 'kwɒg-] us [ 'kwæɡmaiə, 'kwɔ- ]",沼泽，沼泽地；无法脱身的困境,,"Today , you are prisoners of your own quagmire.现在，你陷在你自己的沼泽中。","(noun) A swampy, soggy area of ground. | (verb) To embroil (a person, etc.) in complexity or difficulty.",,n. 沼泽，泥泞地；困境，尴尬的处境
16219,状态,坏,坏,困难,n.,quandary,,en ['kwɒnd(ə)rɪ] us ['kwɑndəri],困惑；困境,Quandary 是不确定和困惑的状态， 尤指对将采取的何种行动,The government appears to be in a quandary about what to do with so many people.政府似乎陷入了左右为难的境地，不知道该拿这么多人怎么办。,"(noun) A state of not knowing what to decide; a state of difficulty or perplexity; a state of uncertainty, hesitation or puzzlement.",,n. 困惑；窘境；为难
13863,状态,坏,坏,困难,n.,stalemate,,en ['steɪlmeɪt] us ['stelmet],僵局,,,"(noun) The state in which the player to move is not in check but has no legal moves, resulting in a draw. | (verb) To bring about a state in which the player to move is not in check but has no legal moves.",,"n. 僵局；陷于困境
vt. 使僵持；使陷入困境
vi. 僵持；陷入僵局"
10439,状态,坏,坏,困难,n.,standoff,3,en ['stændɒf] us ['stændɔf],和局；僵持,,"The political standoff ended when the army took over. 军队接管后,政治僵局才告一段落.","(verb) To stand some distance apart from something or someone. | (noun) A device which maintains a fixed distance between two objects, especially between a surface and a sign or electrical wiring.",,"n. 和局；僵持；冷淡；平衡
adj. 冷淡的；有支架的"
5404,状态,坏,坏,困难,vv.,strand,,en [strænd] us [strænd],使搁浅；使处于困境；搁浅；处于困境,,,(noun) The shore or beach of the sea or ocean; shore; beach. | (verb) To run aground; to beach.,,"n. 线；串；海滨
vt. 使搁浅；使陷于困境；弄断；使落后
vi. 搁浅
n. (Strand)人名；(英、芬、丹、挪、瑞典)斯特兰德；(德)施特兰德"
13290,状态,坏,坏,困难,a.,stranded,,en [strændɪd] us ['strændɪd],束手无策；进退两难,,"a whale stranded on the shore搁浅在岸边的鲸鱼；I was stranded in the strange town without money or friends.我困在那陌生的城市, 既没有钱, 又没有朋友。He went away leaving his family stranded.他走开了, 留下家人毫无办法",(verb) To run aground; to beach. | (verb) To break a strand of (a rope).,,"adj. 搁浅的；陷于困境的；有…股的（常用来构成复合词）
v. 搁浅（strand的过去式和过去分词）"
16256,状态,坏,坏,困难,vt.,stymie,,en ['staɪmɪ] us [ 'staimi ],<高尔夫>妨碍球；困难的处境,be bunkered,,"(noun) A situation where an opponent's ball is directly in the way of one's own ball and the hole, on the putting green (abolished 1952). | (verb) To thwart or stump; to cause to fail or to leave hopelessly puzzled, confused, or stuck.",,"vt. 从中作梗，阻挠；妨碍
n. 妨碍球"
6420,状态,坏,坏,困难,n.,swamp,,en [swɒmp] us [swɑmp],沼泽，进退两难的困境,,,"(noun) A piece of wet, spongy land; low ground saturated with water; soft, wet ground which may have a growth of certain kinds of trees, but is unfit for agricultural or pastoral purposes. | (verb) To drench or fill with water.",,"n. 沼泽，低地，水洼；湿地；（用于强调）某地的浸水程度；进退两难的困境
v. 使不堪承受，使疲于应对，使应接不暇；淹，淹没；（船）被水吞没，沉没；使陷入困境"
19113,状态,坏,坏,困难,n.,tightrope,,en ['taɪtrəʊp] us ['taɪtrop],走钢丝,,he continues to walk a tightrope between success and failure.他依然处境艰难，胜负难料。School administrators walk a tightrope between the demands of the community and the realities of how children really behave...学校管理者在社区的要求和孩子们的实际表现之间小心翼翼地平衡局面。For the past few days Corinne has been living on an emotional tightrope.在过去几天里，科琳娜在感情问题上如履薄冰。,(noun) A tightly stretched rope or cable on which acrobats perform high above the ground.,,n. 拉紧的绳索
16929,状态,坏,坏,疲倦,a.,jaded,,en ['dʒeɪdɪd] us ['dʒedɪd],精疲力竭的；厌倦的,weary; satiated,meals to tempt the most jaded appetites能勾起吃腻了的人的胃口的饭菜 ,"(verb) To tire, weary or fatigue | (adjective) Bored or lacking enthusiasm, typically after having been over exposed to, or having consumed too much of something.",,"adj. 厌倦的；疲倦不堪的
v. 厌倦（jade的过去分词）；变得疲倦；精疲力竭"
21531,状态,坏,坏,疲倦,a.,listless,,en ['lɪs(t)lɪs] us ['lɪstləs],无精打采的；倦怠的,languid,bouts of listless depression一阵阵无精打采的抑郁情绪 ,"(adjective) Lacking energy, enthusiasm, or liveliness.",,adj. 倦怠的；无精打采的；百无聊赖的
12422,状态,坏,坏,虚弱,a.,feeble,,en ['fiːb(ə)l] us ['fibl],衰弱的；表现软弱的,,This is a particularly feeble argument.这个论点尤其站不住脚。,(verb) To make feeble; to enfeeble. | (adjective) Deficient in physical strength,,adj. 微弱的，无力的；虚弱的；薄弱的
9114,状态,坏,坏,虚弱,a.,frail,3,en [freɪl] us [frel],虚弱的；易碎的；意志薄弱的,,,"(noun) A basket made of rushes, used chiefly to hold figs and raisins. | (verb) To play a stringed instrument, usually a banjo, by picking with the back of a fingernail.",,"adj. 脆弱的；虚弱的
n. 灯心草篓；少妇；少女"
16080,状态,坏,坏,虚弱,a.,gaunt,,en [gɔːnt] us [ ɡɔ:nt ],消瘦的；憔悴的,,,"(adjective) Lean, angular and bony",,"adj. 憔悴的；荒凉的；枯瘦的
n. (Gaunt)人名；(英)冈特"
16153,状态,坏,坏,虚弱,a.,impotent,3,en ['ɪmpət(ə)nt] us ['ɪmpətənt],虚弱的；无力的；无效的,,,(noun) A man who has erectile dysfunction | (adjective) Lacking physical strength or vigor; weak,,adj. 无力的；无效的；虚弱的；阳萎的
23796,状态,坏,坏,虚弱,a.,infirm,,en [ɪn'fɜːm] us [ɪn'fɝm],衰弱的；意志薄弱的,,Hunter is infirm of purpose. 亨特为人优柔寡断.There seats will be appreciated by the aged and infirm. 请给年老体弱的乘客让座.,"(verb) To contradict, to provide proof that something is not. | (adjective) Weak or ill, not in good health.",,adj. 衰弱的；意志薄弱的；不坚固的
3178,状态,坏,坏,虚弱,v.,pine,,en [paɪn] us [paɪn],（尤指因伤心）消瘦，憔悴，衰弱,,she thinks I am pining away from love. 她认为我因爱情而憔悴 ,(noun) Any coniferous tree of the genus Pinus.,,"n. 松树；松木；凤梨，菠萝
v. 渴望；痛苦；憔悴；为……悲哀；哀悼
n. (Pine) 派因（人名）"
2081,状态,坏,坏,虚弱,a.,weak,,en [wiːk] us [wik],虚弱的；软弱的,,,(adjective) Lacking in force (usually strength) or ability.,,adj. [经] 疲软的；虚弱的；无力的；不牢固的
10232,状态,坏,坏,虚弱,v.,wilt,,en [wɪlt] us [wɪlt],枯萎，凋谢；变得萎靡不振，失去自信,,The spectators were wilting visibly in the hot sun. 看得出观众在炎热的阳光下快支撑不住了。He was wilting under the pressure of work. 他被工作压得喘不过气来。,(noun) The act of wilting or the state of being wilted. | (verb) To droop or become limp and flaccid (as a dying leaf or flower).,,"v. 枯萎，凋谢；变得萎靡不振，失去自信；将（草、饲料等）晒成半干
n. 萎蔫病
n. (Wilt) （美）威尔特（人名）"
17090,状态,静态,静态,静止,a.,inanimate,,en [ɪn'ænɪmət] us [ɪn'ænɪmət],无生命的；无活力的,,an inanimate conversation沉闷的对话,(noun) Something that is not alive. | (verb) To animate.,,adj. 无生命的；无生气的
14396,状态,静态,静态,静止,a.,inert,,en [ɪ'nɜːt] us [ɪ'nɝt],无活动力的；惰性的；迟钝的,,her inert personality她呆板的个性,(noun) A substance that does not react chemically. | (verb) To fill with an inert gas to reduce the risk of explosion.,,adj. [化学] 惰性的；呆滞的；迟缓的；无效的
